publication_number,title,url,code,number_of_cited_by
US-2003187921-A1,Method and system for distributing objects over a network,https://patents.google.com/patent/US20030187921A1,G06F16/958,2103
US-5755717-A,Electrosurgical clamping device with improved coagulation feedback,https://patents.google.com/patent/US5755717A,A61B18/1482,2103
US-5015227-A,Apparatus for providing enhanced tissue fragmentation and/or hemostasis,https://patents.google.com/patent/US5015227A,A61B2017/00973,2102
US-7097089-B2,Surgical stapling apparatus with locking mechanism,https://patents.google.com/patent/US7097089B2,A61B2017/00473,2102
US-6050472-A,Surgical anastomosis stapler,https://patents.google.com/patent/US6050472A,A61B2090/0811,2102
US-7238195-B2,Wound closure material applicator and stapler,https://patents.google.com/patent/US7238195B2,A61B2017/07278,2099
US-2004199536-A1,Product common object,https://patents.google.com/patent/US20040199536A1,G06Q30/0641,2098
US-2006026535-A1,Mode-based graphical user interfaces for touch sensitive input devices,https://patents.google.com/patent/US20060026535A1,G06F3/04883,2098
US-5381943-A,Endoscopic surgical stapling instrument with pivotable and rotatable staple cartridge,https://patents.google.com/patent/US5381943A,A61B17/3421,2098
US-2005050555-A1,Universal application network architecture,https://patents.google.com/patent/US20050050555A1,G06F9/541,2097
US-7208005-B2,Multifunctional tool and method for minimally invasive surgery,https://patents.google.com/patent/US7208005B2,A61B2017/2939,2097
US-6102271-A,Circular stapler for hemorrhoidal surgery,https://patents.google.com/patent/US6102271A,A61B17/0293,2096
US-4275149-A,Macromolecular environment control in specific receptor assays,https://patents.google.com/patent/US4275149A,Y10S435/971,2096
US-7556186-B2,Surgical stapling device having trigger lock and associated lockout mechanism,https://patents.google.com/patent/US7556186B2,A61B17/1155,2096
US-5086385-A,Expandable home automation system,https://patents.google.com/patent/US5086385A,H05B47/12,2095
US-4940464-A,Disposable incontinence garment or training pant,https://patents.google.com/patent/US4940464A,A61F2013/51409,2095
US-2004243147-A1,Surgical robot and robotic controller,https://patents.google.com/patent/US20040243147A1,A61B2090/065,2094
US-7631793-B2,Surgical fastener applying apparatus,https://patents.google.com/patent/US7631793B2,A61B2017/07271,2094
US-8783541-B2,Robotically-controlled surgical end effector system,https://patents.google.com/patent/US8783541B2,A61B2017/07285,2093
US-6458153-B1,Endoluminal cardiac and venous valve prostheses and methods of manufacture and delivery thereof,https://patents.google.com/patent/US6458153B1,A61F2/2436,2092
US-2011192882-A1,Surgical staple having an expandable portion,https://patents.google.com/patent/US20110192882A1,A61B2090/037,2092
US-5573543-A,Endoscopic surgical instrument and staples for applying purse string sutures,https://patents.google.com/patent/US5573543A,A61B17/0644,2091
US-5776130-A,Vascular tissue sealing pressure control,https://patents.google.com/patent/US5776130A,A61B2018/00875,2091
US-2004199489-A1,Custom common object,https://patents.google.com/patent/US20040199489A1,G06F16/258,2090
US-6821273-B2,"Combined dissecting, cauterizing, and stapling device",https://patents.google.com/patent/US6821273B2,A61B2018/0063,2089
US-2010147922-A1,Surgical Apparatus Including Surgical Buttress,https://patents.google.com/patent/US20100147922A1,A61B17/115,2088
US-7832611-B2,Steerable surgical stapler,https://patents.google.com/patent/US7832611B2,A61B2017/00022,2088
US-5223844-A,Vehicle tracking and security system,https://patents.google.com/patent/US5223844A,B60R25/2009,2087
US-5223844-B1,Vehicle tracking and security system,https://patents.google.com/patent/US5223844B1,B60R25/2009,2087
US-5721827-A,System for electrically distributing personalized information,https://patents.google.com/patent/US5721827A,G06F16/68,2086
US-6454781-B1,Feedback control in an ultrasonic surgical instrument for improved tissue effects,https://patents.google.com/patent/US6454781B1,A61B2017/320095,2086
US-6768904-B2,Data communication method using mobile terminal,https://patents.google.com/patent/US6768904B2,H04N2201/0022,2086
US-2004249854-A1,Common common object,https://patents.google.com/patent/US20040249854A1,G06F16/258,2085
US-2015272557-A1,Modular surgical instrument system,https://patents.google.com/patent/US20150272557A1,G05B19/05,2085
US-8590762-B2,Staple cartridge cavity configurations,https://patents.google.com/patent/US8590762B2,A61F5/0086,2085
US-5588580-A,Surgical instrument,https://patents.google.com/patent/US5588580A,A61B17/3421,2085
US-7128254-B2,Surgical stapling instrument incorporating a multistroke firing mechanism having a rotary slip-clutch transmission,https://patents.google.com/patent/US7128254B2,A61B17/07207,2084
US-6054297-A,Humanized antibodies and methods for making them,https://patents.google.com/patent/US6054297A,C07K16/28,2084
US-4856787-A,Concurrent game network,https://patents.google.com/patent/US4856787A,G07F17/3262,2083
US-7588177-B2,Tool assembly for surgical stapling device,https://patents.google.com/patent/US7588177B2,A61B2017/07214,2083
US-4856787-B1,Concurrent game network,https://patents.google.com/patent/US4856787B1,G07F17/3223,2083
US-5136501-A,Anonymous matching system,https://patents.google.com/patent/US5136501A,G06Q40/03,2083
US-6826582-B1,Method and system for using file systems for content management,https://patents.google.com/patent/US6826582B1,G06F16/10,2082
US-5894979-A,Surgical stapler with anvil sensor and lockout,https://patents.google.com/patent/US5894979A,A61B17/072,2081
US-7913891-B2,Disposable loading unit with user feedback features and surgical instrument for use therewith,https://patents.google.com/patent/US7913891B2,A61B2017/00473,2081
US-6718361-B1,Method and apparatus for reliable and scalable distribution of data files in distributed networks,https://patents.google.com/patent/US6718361B1,H04L67/1095,2081
US-5639476-A,Controlled release formulations coated with aqueous dispersions of acrylic polymers,https://patents.google.com/patent/US5639476A,A61K9/2846,2080
US-7673780-B2,Articulation joint with improved moment arm extension for articulating an end effector of a surgical instrument,https://patents.google.com/patent/US7673780B2,A61B2017/07214,2080
US-5352229-A,Arbor press staple and washer and method for its use,https://patents.google.com/patent/US5352229A,A61B17/0642,2080
US-5192327-A,Surgical prosthetic implant for vertebrae,https://patents.google.com/patent/US5192327A,A61F2002/30593,2079
US-7845534-B2,Surgical stapler with timer and feedback display,https://patents.google.com/patent/US7845534B2,A61B2017/320052,2078
US-7070597-B2,Electrosurgical working end for controlled energy delivery,https://patents.google.com/patent/US7070597B2,A61B2018/00077,2078
US-5551622-A,Surgical stapler,https://patents.google.com/patent/US5551622A,A61B2017/32113,2077
US-4558333-A,Liquid jet recording head,https://patents.google.com/patent/US4558333A,B41J2/1625,2077
US-6200330-B1,"Systems for securing sutures, grafts and soft tissue to bone and periosteum",https://patents.google.com/patent/US6200330B1,A61F2002/0888,2077
US-7087054-B2,Electrosurgical instrument and method of use,https://patents.google.com/patent/US7087054B2,A61B2018/00404,2075
US-4903201-A,Automated futures trading exchange,https://patents.google.com/patent/US4903201A,G06Q40/04,2075
US-6690268-B2,Video mirror systems incorporating an accessory module,https://patents.google.com/patent/US6690268B2,B60R2300/806,2075
US-6535764-B2,Gastric treatment and diagnosis device and method,https://patents.google.com/patent/US6535764B2,G01N27/126,2074
US-6849071-B2,Electro-mechanical surgical device,https://patents.google.com/patent/US6849071B2,A61B2017/00398,2073
US-7140527-B2,Surgical fastener applying apparatus,https://patents.google.com/patent/US7140527B2,A61B2017/0725,2073
US-7922063-B2,Powered surgical instrument,https://patents.google.com/patent/US7922063B2,A61B2017/2931,2072
US-7565993-B2,Surgical stapling apparatus,https://patents.google.com/patent/US7565993B2,A61B2090/0808,2072
US-5156609-A,Endoscopic stapling device and method,https://patents.google.com/patent/US5156609A,A61B17/083,2072
US-6826565-B2,Method and apparatus for serving files to browsing clients,https://patents.google.com/patent/US6826565B2,G06F16/9577,2072
US-6571279-B1,Location enhanced information delivery system,https://patents.google.com/patent/US6571279B1,G06F16/9537,2072
US-5217457-A,Enhanced electrosurgical apparatus,https://patents.google.com/patent/US5217457A,A61B18/042,2071
US-8011551-B2,Retraction mechanism with clutch-less drive for use with a surgical apparatus,https://patents.google.com/patent/US8011551B2,A61B2017/00398,2070
US-5816918-A,Prize redemption system for games,https://patents.google.com/patent/US5816918A,A63F3/081,2070
US-5083695-A,Stapler and firing device,https://patents.google.com/patent/US5083695A,A61B17/07207,2070
US-4994069-A,Vaso-occlusion coil and method,https://patents.google.com/patent/US4994069A,A61F2002/30092,2069
US-8002795-B2,Surgical instruments employing sensors,https://patents.google.com/patent/US8002795B2,A61B17/07207,2069
US-5364003-A,Staple cartridge for a surgical stapler,https://patents.google.com/patent/US5364003A,A61B17/072,2069
US-5651491-A,Surgical stapler having interchangeable loading units,https://patents.google.com/patent/US5651491A,A61B17/07207,2069
US-7258262-B2,Surgical stapler,https://patents.google.com/patent/US7258262B2,A61B17/0684,2068
US-5618307-A,Clamp assembly and method of use,https://patents.google.com/patent/US5618307A,A61B2017/00243,2067
US-7568604-B2,Surgical fastener applying apparatus,https://patents.google.com/patent/US7568604B2,A61B17/07207,2067
US-5505363-A,Surgical staples with plated anvils,https://patents.google.com/patent/US5505363A,A61B17/00234,2066
US-7810692-B2,Disposable loading unit with firing indicator,https://patents.google.com/patent/US7810692B2,A61B2017/00199,2066
US-5141144-A,Stapler and firing device,https://patents.google.com/patent/US5141144A,A61B17/07207,2065
US-5639008-A,Anvil for circular stapler,https://patents.google.com/patent/US5639008A,A61B17/115,2064
US-5708780-A,Internet server access control and monitoring systems,https://patents.google.com/patent/US5708780A,G06F21/41,2063
US-8011555-B2,Surgical stapling apparatus,https://patents.google.com/patent/US8011555B2,A61B2017/00473,2061
US-6003517-A,Method for using an electrosurgical device on lung tissue,https://patents.google.com/patent/US6003517A,A61B17/07207,2061
US-4345262-A,Ink jet recording method,https://patents.google.com/patent/US4345262A,B41J2/04588,2059
US-6168614-B1,Valve prosthesis for implantation in the body,https://patents.google.com/patent/US6168614B1,Y10S623/904,2058
US-4402445-A,Surgical fastener and means for applying same,https://patents.google.com/patent/US4402445A,A61L31/042,2057
US-7669746-B2,Staple cartridges for forming staples having differing formed staple heights,https://patents.google.com/patent/US7669746B2,A61B2017/07278,2056
US-2011006101-A1,Motor driven surgical fastener device with cutting member lockout arrangements,https://patents.google.com/patent/US20110006101A1,A61B2017/07214,2055
US-7799039-B2,Surgical instrument having a hydraulically actuated end effector,https://patents.google.com/patent/US7799039B2,A61B2017/07278,2054
US-8371492-B2,Surgical stapling apparatus,https://patents.google.com/patent/US8371492B2,A61B17/105,2054
US-7143924-B2,Surgical stapling apparatus with locking mechanism,https://patents.google.com/patent/US7143924B2,A61B2017/320052,2053
US-5413268-A,Apparatus and method for placing stables in laparoscopic or endoscopic procedures,https://patents.google.com/patent/US5413268A,A61B2017/07214,2053
